,County Name,Date,Covid Cases,months
1569,Holmes County ,Dec2021_Sum,120347,Dec2021_Sum
1636,Holmes County ,Jan2022_Sum,136988,Jan2022_Sum
1703,Holmes County ,Feb2022_Sum,147722,Feb2022_Sum
1770,Holmes County ,Mar2022_Sum,166864,Mar2022_Sum
1837,Holmes County ,Apr2022_Sum,162343,Apr2022_Sum
1904,Holmes County ,May2022_Sum,168463,May2022_Sum
1971,Holmes County ,Jun2022_Sum,92970,Jun2022_Sum
29,Indian River County ,Jan2020_Sum,0,Jan2020_Sum
96,Indian River County ,Feb2020_Sum,0,Feb2020_Sum
163,Indian River County ,Mar2020_Sum,171,Mar2020_Sum
230,Indian River County ,Apr2020_Sum,2234,Apr2020_Sum
297,Indian River County ,May2020_Sum,3322,May2020_Sum
364,Indian River County ,Jun2020_Sum,9338,Jun2020_Sum
431,Indian River County ,Jul2020_Sum,44714,Jul2020_Sum
498,Indian River County ,Aug2020_Sum,81032,Aug2020_Sum
565,Indian River County ,Sep2020_Sum,90918,Sep2020_Sum
632,Indian River County ,Oct2020_Sum,109575,Oct2020_Sum
699,Indian River County ,Nov2020_Sum,134051,Nov2020_Sum
766,Indian River County ,Dec2020_Sum,179474,Dec2020_Sum
833,Indian River County ,Jan2021_Sum,265673,Jan2021_Sum
900,Indian River County ,Feb2021_Sum,293331,Feb2021_Sum
967,Indian River County ,Mar2021_Sum,353321,Mar2021_Sum
1034,Indian River County ,Apr2021_Sum,362945,Apr2021_Sum
1101,Indian River County ,May2021_Sum,392199,May2021_Sum
1168,Indian River County ,Jun2021_Sum,385820,Jun2021_Sum
1235,Indian River County ,Jul2021_Sum,417063,Jul2021_Sum
1302,Indian River County ,Aug2021_Sum,511362,Aug2021_Sum
1369,Indian River County ,Sep2021_Sum,621634,Sep2021_Sum
1436,Indian River County ,Oct2021_Sum,681660,Oct2021_Sum
1503,Indian River County ,Nov2021_Sum,666133,Nov2021_Sum
1570,Indian River County ,Dec2021_Sum,697059,Dec2021_Sum
1637,Indian River County ,Jan2022_Sum,825565,Jan2022_Sum
1704,Indian River County ,Feb2022_Sum,879997,Feb2022_Sum
1771,Indian River County ,Mar2022_Sum,999400,Mar2022_Sum
1838,Indian River County ,Apr2022_Sum,976370,Apr2022_Sum
1905,Indian River County ,May2022_Sum,1032876,May2022_Sum
1972,Indian River County ,Jun2022_Sum,587224,Jun2022_Sum
30,Jackson County ,Jan2020_Sum,0,Jan2020_Sum
97,Jackson County ,Feb2020_Sum,0,Feb2020_Sum
164,Jackson County ,Mar2020_Sum,16,Mar2020_Sum
231,Jackson County ,Apr2020_Sum,241,Apr2020_Sum
298,Jackson County ,May2020_Sum,4157,May2020_Sum
365,Jackson County ,Jun2020_Sum,9627,Jun2020_Sum
432,Jackson County ,Jul2020_Sum,24822,Jul2020_Sum
499,Jackson County ,Aug2020_Sum,62852,Aug2020_Sum
566,Jackson County ,Sep2020_Sum,79041,Sep2020_Sum
633,Jackson County ,Oct2020_Sum,93161,Oct2020_Sum
700,Jackson County ,Nov2020_Sum,106165,Nov2020_Sum
767,Jackson County ,Dec2020_Sum,131399,Dec2020_Sum
834,Jackson County ,Jan2021_Sum,162185,Jan2021_Sum
901,Jackson County ,Feb2021_Sum,162682,Feb2021_Sum
968,Jackson County ,Mar2021_Sum,185958,Mar2021_Sum
1035,Jackson County ,Apr2021_Sum,183345,Apr2021_Sum
1102,Jackson County ,May2021_Sum,193671,May2021_Sum
1169,Jackson County ,Jun2021_Sum,189965,Jun2021_Sum
1236,Jackson County ,Jul2021_Sum,207006,Jul2021_Sum
1303,Jackson County ,Aug2021_Sum,247442,Aug2021_Sum
1370,Jackson County ,Sep2021_Sum,283060,Sep2021_Sum
1437,Jackson County ,Oct2021_Sum,310458,Oct2021_Sum
1504,Jackson County ,Nov2021_Sum,304072,Nov2021_Sum
1571,Jackson County ,Dec2021_Sum,316593,Dec2021_Sum
1638,Jackson County ,Jan2022_Sum,364995,Jan2022_Sum
1705,Jackson County ,Feb2022_Sum,400711,Feb2022_Sum
1772,Jackson County ,Mar2022_Sum,456282,Mar2022_Sum
1839,Jackson County ,Apr2022_Sum,443478,Apr2022_Sum
1906,Jackson County ,May2022_Sum,461105,May2022_Sum
1973,Jackson County ,Jun2022_Sum,255884,Jun2022_Sum
31,Jefferson County ,Jan2020_Sum,0,Jan2020_Sum
98,Jefferson County ,Feb2020_Sum,0,Feb2020_Sum
165,Jefferson County ,Mar2020_Sum,0,Mar2020_Sum
232,Jefferson County ,Apr2020_Sum,496,Apr2020_Sum
299,Jefferson County ,May2020_Sum,879,May2020_Sum
366,Jefferson County ,Jun2020_Sum,1052,Jun2020_Sum
433,Jefferson County ,Jul2020_Sum,3488,Jul2020_Sum
500,Jefferson County ,Aug2020_Sum,14226,Aug2020_Sum
567,Jefferson County ,Sep2020_Sum,16043,Sep2020_Sum
634,Jefferson County ,Oct2020_Sum,19107,Oct2020_Sum
701,Jefferson County ,Nov2020_Sum,21706,Nov2020_Sum
768,Jefferson County ,Dec2020_Sum,26863,Dec2020_Sum
835,Jefferson County ,Jan2021_Sum,36213,Jan2021_Sum
902,Jefferson County ,Feb2021_Sum,38214,Feb2021_Sum
969,Jefferson County ,Mar2021_Sum,43853,Mar2021_Sum
1036,Jefferson County ,Apr2021_Sum,43549,Apr2021_Sum
1103,Jefferson County ,May2021_Sum,46569,May2021_Sum
1170,Jefferson County ,Jun2021_Sum,45279,Jun2021_Sum
1237,Jefferson County ,Jul2021_Sum,47688,Jul2021_Sum
1304,Jefferson County ,Aug2021_Sum,56909,Aug2021_Sum
1371,Jefferson County ,Sep2021_Sum,68617,Sep2021_Sum
1438,Jefferson County ,Oct2021_Sum,75695,Oct2021_Sum
1505,Jefferson County ,Nov2021_Sum,74528,Nov2021_Sum
1572,Jefferson County ,Dec2021_Sum,77866,Dec2021_Sum
1639,Jefferson County ,Jan2022_Sum,95486,Jan2022_Sum
1706,Jefferson County ,Feb2022_Sum,106803,Feb2022_Sum
1773,Jefferson County ,Mar2022_Sum,121571,Mar2022_Sum
1840,Jefferson County ,Apr2022_Sum,118096,Apr2022_Sum
1907,Jefferson County ,May2022_Sum,123000,May2022_Sum
1974,Jefferson County ,Jun2022_Sum,68273,Jun2022_Sum
32,Lafayette County ,Jan2020_Sum,0,Jan2020_Sum
99,Lafayette County ,Feb2020_Sum,0,Feb2020_Sum
166,Lafayette County ,Mar2020_Sum,0,Mar2020_Sum
233,Lafayette County ,Apr2020_Sum,23,Apr2020_Sum
300,Lafayette County ,May2020_Sum,164,May2020_Sum
367,Lafayette County ,Jun2020_Sum,492,Jun2020_Sum
434,Lafayette County ,Jul2020_Sum,1979,Jul2020_Sum
501,Lafayette County ,Aug2020_Sum,21995,Aug2020_Sum
568,Lafayette County ,Sep2020_Sum,36670,Sep2020_Sum
635,Lafayette County ,Oct2020_Sum,38946,Oct2020_Sum
702,Lafayette County ,Nov2020_Sum,38885,Nov2020_Sum
769,Lafayette County ,Dec2020_Sum,43035,Dec2020_Sum
836,Lafayette County ,Jan2021_Sum,45984,Jan2021_Sum
903,Lafayette County ,Feb2021_Sum,43652,Feb2021_Sum
970,Lafayette County ,Mar2021_Sum,49620,Mar2021_Sum
1037,Lafayette County ,Apr2021_Sum,48296,Apr2021_Sum
1104,Lafayette County ,May2021_Sum,50242,May2021_Sum
1171,Lafayette County ,Jun2021_Sum,48827,Jun2021_Sum
1238,Lafayette County ,Jul2021_Sum,51448,Jul2021_Sum
1305,Lafayette County ,Aug2021_Sum,57446,Aug2021_Sum
1372,Lafayette County ,Sep2021_Sum,63459,Sep2021_Sum
1439,Lafayette County ,Oct2021_Sum,67782,Oct2021_Sum
1506,Lafayette County ,Nov2021_Sum,66617,Nov2021_Sum
1573,Lafayette County ,Dec2021_Sum,69110,Dec2021_Sum
1640,Lafayette County ,Jan2022_Sum,73562,Jan2022_Sum
1707,Lafayette County ,Feb2022_Sum,75630,Feb2022_Sum
1774,Lafayette County ,Mar2022_Sum,85830,Mar2022_Sum
1841,Lafayette County ,Apr2022_Sum,83307,Apr2022_Sum
1908,Lafayette County ,May2022_Sum,86187,May2022_Sum
1975,Lafayette County ,Jun2022_Sum,47528,Jun2022_Sum
33,Lake County ,Jan2020_Sum,0,Jan2020_Sum
100,Lake County ,Feb2020_Sum,0,Feb2020_Sum
167,Lake County ,Mar2020_Sum,322,Mar2020_Sum
234,Lake County ,Apr2020_Sum,5118,Apr2020_Sum
301,Lake County ,May2020_Sum,7944,May2020_Sum
368,Lake County ,Jun2020_Sum,18132,Jun2020_Sum
435,Lake County ,Jul2020_Sum,92293,Jul2020_Sum
502,Lake County ,Aug2020_Sum,172300,Aug2020_Sum
569,Lake County ,Sep2020_Sum,212976,Sep2020_Sum
636,Lake County ,Oct2020_Sum,251356,Oct2020_Sum
703,Lake County ,Nov2020_Sum,290064,Nov2020_Sum
770,Lake County ,Dec2020_Sum,399201,Dec2020_Sum
837,Lake County ,Jan2021_Sum,589747,Jan2021_Sum
904,Lake County ,Feb2021_Sum,654522,Feb2021_Sum
971,Lake County ,Mar2021_Sum,796431,Mar2021_Sum
1038,Lake County ,Apr2021_Sum,840884,Apr2021_Sum
1105,Lake County ,May2021_Sum,938065,May2021_Sum
1172,Lake County ,Jun2021_Sum,929370,Jun2021_Sum
1239,Lake County ,Jul2021_Sum,1016112,Jul2021_Sum
1306,Lake County ,Aug2021_Sum,1249635,Aug2021_Sum
1373,Lake County ,Sep2021_Sum,1486352,Sep2021_Sum
1440,Lake County ,Oct2021_Sum,1664529,Oct2021_Sum
1507,Lake County ,Nov2021_Sum,1647629,Nov2021_Sum
1574,Lake County ,Dec2021_Sum,1738350,Dec2021_Sum
1641,Lake County ,Jan2022_Sum,2127219,Jan2022_Sum
1708,Lake County ,Feb2022_Sum,2294056,Feb2022_Sum
1775,Lake County ,Mar2022_Sum,2613000,Mar2022_Sum
1842,Lake County ,Apr2022_Sum,2551035,Apr2022_Sum
1909,Lake County ,May2022_Sum,2687339,May2022_Sum
1976,Lake County ,Jun2022_Sum,1518653,Jun2022_Sum
34,Lee County ,Jan2020_Sum,0,Jan2020_Sum
101,Lee County ,Feb2020_Sum,0,Feb2020_Sum
168,Lee County ,Mar2020_Sum,1043,Mar2020_Sum
235,Lee County ,Apr2020_Sum,20175,Apr2020_Sum
302,Lee County ,May2020_Sum,45101,May2020_Sum
369,Lee County ,Jun2020_Sum,96904,Jun2020_Sum
436,Lee County ,Jul2020_Sum,344332,Jul2020_Sum
503,Lee County ,Aug2020_Sum,534460,Aug2020_Sum
570,Lee County ,Sep2020_Sum,589953,Sep2020_Sum
637,Lee County ,Oct2020_Sum,677719,Oct2020_Sum
704,Lee County ,Nov2020_Sum,797152,Nov2020_Sum
771,Lee County ,Dec2020_Sum,1099421,Dec2020_Sum
838,Lee County ,Jan2021_Sum,1468555,Jan2021_Sum
905,Lee County ,Feb2021_Sum,1553510,Feb2021_Sum
972,Lee County ,Mar2021_Sum,1865494,Mar2021_Sum
1039,Lee County ,Apr2021_Sum,1979452,Apr2021_Sum
1106,Lee County ,May2021_Sum,2230948,May2021_Sum
1173,Lee County ,Jun2021_Sum,2182453,Jun2021_Sum
1240,Lee County ,Jul2021_Sum,2323551,Jul2021_Sum
1307,Lee County ,Aug2021_Sum,2787526,Aug2021_Sum
1374,Lee County ,Sep2021_Sum,3476171,Sep2021_Sum
1441,Lee County ,Oct2021_Sum,3836278,Oct2021_Sum
1508,Lee County ,Nov2021_Sum,3767679,Nov2021_Sum
1575,Lee County ,Dec2021_Sum,3960957,Dec2021_Sum
1642,Lee County ,Jan2022_Sum,4831394,Jan2022_Sum
1709,Lee County ,Feb2022_Sum,5130361,Feb2022_Sum
1776,Lee County ,Mar2022_Sum,5823633,Mar2022_Sum
1843,Lee County ,Apr2022_Sum,5682524,Apr2022_Sum
1910,Lee County ,May2022_Sum,5979191,May2022_Sum
1977,Lee County ,Jun2022_Sum,3375385,Jun2022_Sum
35,Leon County ,Jan2020_Sum,0,Jan2020_Sum
102,Leon County ,Feb2020_Sum,0,Feb2020_Sum
169,Leon County ,Mar2020_Sum,152,Mar2020_Sum
236,Leon County ,Apr2020_Sum,4156,Apr2020_Sum
303,Leon County ,May2020_Sum,9247,May2020_Sum
370,Leon County ,Jun2020_Sum,16732,Jun2020_Sum
437,Leon County ,Jul2020_Sum,85237,Jul2020_Sum
504,Leon County ,Aug2020_Sum,166425,Aug2020_Sum
571,Leon County ,Sep2020_Sum,271376,Sep2020_Sum
638,Leon County ,Oct2020_Sum,357240,Oct2020_Sum
705,Leon County ,Nov2020_Sum,409797,Nov2020_Sum
772,Leon County ,Dec2020_Sum,534394,Dec2020_Sum
839,Leon County ,Jan2021_Sum,721987,Jan2021_Sum
906,Leon County ,Feb2021_Sum,784652,Feb2021_Sum
973,Leon County ,Mar2021_Sum,924087,Mar2021_Sum
1040,Leon County ,Apr2021_Sum,926245,Apr2021_Sum
1107,Leon County ,May2021_Sum,1002142,May2021_Sum
1174,Leon County ,Jun2021_Sum,972403,Jun2021_Sum
1241,Leon County ,Jul2021_Sum,1035130,Jul2021_Sum
1308,Leon County ,Aug2021_Sum,1225997,Aug2021_Sum
1375,Leon County ,Sep2021_Sum,1411127,Sep2021_Sum
1442,Leon County ,Oct2021_Sum,1553060,Oct2021_Sum
1509,Leon County ,Nov2021_Sum,1526309,Nov2021_Sum
1576,Leon County ,Dec2021_Sum,1604528,Dec2021_Sum
1643,Leon County ,Jan2022_Sum,2085315,Jan2022_Sum
1710,Leon County ,Feb2022_Sum,2308725,Feb2022_Sum
1777,Leon County ,Mar2022_Sum,2623519,Mar2022_Sum
1844,Leon County ,Apr2022_Sum,2550063,Apr2022_Sum
1911,Leon County ,May2022_Sum,2668545,May2022_Sum
1978,Leon County ,Jun2022_Sum,1502251,Jun2022_Sum
36,Levy County ,Jan2020_Sum,0,Jan2020_Sum
103,Levy County ,Feb2020_Sum,0,Feb2020_Sum
170,Levy County ,Mar2020_Sum,8,Mar2020_Sum
237,Levy County ,Apr2020_Sum,274,Apr2020_Sum
304,Levy County ,May2020_Sum,754,May2020_Sum
371,Levy County ,Jun2020_Sum,3325,Jun2020_Sum
438,Levy County ,Jul2020_Sum,10352,Jul2020_Sum
505,Levy County ,Aug2020_Sum,23614,Aug2020_Sum
572,Levy County ,Sep2020_Sum,29407,Sep2020_Sum
639,Levy County ,Oct2020_Sum,33910,Oct2020_Sum
706,Levy County ,Nov2020_Sum,38183,Nov2020_Sum
773,Levy County ,Dec2020_Sum,50459,Dec2020_Sum
840,Levy County ,Jan2021_Sum,70135,Jan2021_Sum
907,Levy County ,Feb2021_Sum,76654,Feb2021_Sum
974,Levy County ,Mar2021_Sum,92892,Mar2021_Sum
1041,Levy County ,Apr2021_Sum,97774,Apr2021_Sum
1108,Levy County ,May2021_Sum,108201,May2021_Sum
1175,Levy County ,Jun2021_Sum,107919,Jun2021_Sum
1242,Levy County ,Jul2021_Sum,117575,Jul2021_Sum
1309,Levy County ,Aug2021_Sum,150137,Aug2021_Sum
1376,Levy County ,Sep2021_Sum,192644,Sep2021_Sum
1443,Levy County ,Oct2021_Sum,214226,Oct2021_Sum
1510,Levy County ,Nov2021_Sum,210542,Nov2021_Sum
1577,Levy County ,Dec2021_Sum,220421,Dec2021_Sum
1644,Levy County ,Jan2022_Sum,253231,Jan2022_Sum
1711,Levy County ,Feb2022_Sum,278061,Feb2022_Sum
1778,Levy County ,Mar2022_Sum,316489,Mar2022_Sum
1845,Levy County ,Apr2022_Sum,307436,Apr2022_Sum
1912,Levy County ,May2022_Sum,319272,May2022_Sum
1979,Levy County ,Jun2022_Sum,177563,Jun2022_Sum
37,Liberty County ,Jan2020_Sum,0,Jan2020_Sum
104,Liberty County ,Feb2020_Sum,0,Feb2020_Sum
171,Liberty County ,Mar2020_Sum,0,Mar2020_Sum
238,Liberty County ,Apr2020_Sum,41,Apr2020_Sum
305,Liberty County ,May2020_Sum,5243,May2020_Sum
372,Liberty County ,Jun2020_Sum,6569,Jun2020_Sum
439,Liberty County ,Jul2020_Sum,8992,Jul2020_Sum
506,Liberty County ,Aug2020_Sum,12672,Aug2020_Sum
573,Liberty County ,Sep2020_Sum,14355,Sep2020_Sum
640,Liberty County ,Oct2020_Sum,16280,Oct2020_Sum
707,Liberty County ,Nov2020_Sum,16807,Nov2020_Sum
774,Liberty County ,Dec2020_Sum,20613,Dec2020_Sum
841,Liberty County ,Jan2021_Sum,27890,Jan2021_Sum
908,Liberty County ,Feb2021_Sum,28619,Feb2021_Sum
975,Liberty County ,Mar2021_Sum,32529,Mar2021_Sum
1042,Liberty County ,Apr2021_Sum,31842,Apr2021_Sum
1109,Liberty County ,May2021_Sum,33412,May2021_Sum
1176,Liberty County ,Jun2021_Sum,32532,Jun2021_Sum
1243,Liberty County ,Jul2021_Sum,35073,Jul2021_Sum
1310,Liberty County ,Aug2021_Sum,43596,Aug2021_Sum
1377,Liberty County ,Sep2021_Sum,51427,Sep2021_Sum
1444,Liberty County ,Oct2021_Sum,56074,Oct2021_Sum
1511,Liberty County ,Nov2021_Sum,54947,Nov2021_Sum
1578,Liberty County ,Dec2021_Sum,57307,Dec2021_Sum
1645,Liberty County ,Jan2022_Sum,64926,Jan2022_Sum
1712,Liberty County ,Feb2022_Sum,68819,Feb2022_Sum
1779,Liberty County ,Mar2022_Sum,77356,Mar2022_Sum
1846,Liberty County ,Apr2022_Sum,74944,Apr2022_Sum
1913,Liberty County ,May2022_Sum,77934,May2022_Sum
1980,Liberty County ,Jun2022_Sum,43079,Jun2022_Sum
38,Madison County ,Jan2020_Sum,0,Jan2020_Sum
105,Madison County ,Feb2020_Sum,0,Feb2020_Sum
172,Madison County ,Mar2020_Sum,0,Mar2020_Sum
239,Madison County ,Apr2020_Sum,677,Apr2020_Sum
306,Madison County ,May2020_Sum,1979,May2020_Sum
373,Madison County ,Jun2020_Sum,3188,Jun2020_Sum
440,Madison County ,Jul2020_Sum,12368,Jul2020_Sum
507,Madison County ,Aug2020_Sum,23509,Aug2020_Sum
574,Madison County ,Sep2020_Sum,29147,Sep2020_Sum
641,Madison County ,Oct2020_Sum,32591,Oct2020_Sum
708,Madison County ,Nov2020_Sum,35218,Nov2020_Sum
775,Madison County ,Dec2020_Sum,44048,Dec2020_Sum
842,Madison County ,Jan2021_Sum,52566,Jan2021_Sum
909,Madison County ,Feb2021_Sum,53777,Feb2021_Sum
976,Madison County ,Mar2021_Sum,62678,Mar2021_Sum
1043,Madison County ,Apr2021_Sum,61234,Apr2021_Sum
1110,Madison County ,May2021_Sum,64272,May2021_Sum
1177,Madison County ,Jun2021_Sum,62665,Jun2021_Sum
1244,Madison County ,Jul2021_Sum,65942,Jul2021_Sum
1311,Madison County ,Aug2021_Sum,78770,Aug2021_Sum
1378,Madison County ,Sep2021_Sum,99152,Sep2021_Sum
1445,Madison County ,Oct2021_Sum,110428,Oct2021_Sum
1512,Madison County ,Nov2021_Sum,108287,Nov2021_Sum
1579,Madison County ,Dec2021_Sum,113788,Dec2021_Sum
1646,Madison County ,Jan2022_Sum,137262,Jan2022_Sum
1713,Madison County ,Feb2022_Sum,158701,Feb2022_Sum
1780,Madison County ,Mar2022_Sum,180175,Mar2022_Sum
1847,Madison County ,Apr2022_Sum,174867,Apr2022_Sum
1914,Madison County ,May2022_Sum,181648,May2022_Sum
1981,Madison County ,Jun2022_Sum,100735,Jun2022_Sum
39,Manatee County ,Jan2020_Sum,0,Jan2020_Sum
106,Manatee County ,Feb2020_Sum,0,Feb2020_Sum
173,Manatee County ,Mar2020_Sum,363,Mar2020_Sum
240,Manatee County ,Apr2020_Sum,9585,Apr2020_Sum
307,Manatee County ,May2020_Sum,26121,May2020_Sum
374,Manatee County ,Jun2020_Sum,49925,Jun2020_Sum
441,Manatee County ,Jul2020_Sum,180203,Jul2020_Sum
508,Manatee County ,Aug2020_Sum,300254,Aug2020_Sum
575,Manatee County ,Sep2020_Sum,330381,Sep2020_Sum
642,Manatee County ,Oct2020_Sum,385605,Oct2020_Sum
709,Manatee County ,Nov2020_Sum,450222,Nov2020_Sum
776,Manatee County ,Dec2020_Sum,604096,Dec2020_Sum
843,Manatee County ,Jan2021_Sum,797607,Jan2021_Sum
910,Manatee County ,Feb2021_Sum,849756,Feb2021_Sum
977,Manatee County ,Mar2021_Sum,1035892,Mar2021_Sum
1044,Manatee County ,Apr2021_Sum,1096013,Apr2021_Sum
1111,Manatee County ,May2021_Sum,1214793,May2021_Sum
1178,Manatee County ,Jun2021_Sum,1188050,Jun2021_Sum
1245,Manatee County ,Jul2021_Sum,1265669,Jul2021_Sum
1312,Manatee County ,Aug2021_Sum,1497019,Aug2021_Sum
1379,Manatee County ,Sep2021_Sum,1804778,Sep2021_Sum
1446,Manatee County ,Oct2021_Sum,1990303,Oct2021_Sum
1513,Manatee County ,Nov2021_Sum,1953969,Nov2021_Sum
1580,Manatee County ,Dec2021_Sum,2050918,Dec2021_Sum
1647,Manatee County ,Jan2022_Sum,2436901,Jan2022_Sum
1714,Manatee County ,Feb2022_Sum,2585623,Feb2022_Sum
1781,Manatee County ,Mar2022_Sum,2940201,Mar2022_Sum
1848,Manatee County ,Apr2022_Sum,2870414,Apr2022_Sum
1915,Manatee County ,May2022_Sum,3019892,May2022_Sum
1982,Manatee County ,Jun2022_Sum,1709215,Jun2022_Sum
40,Marion County ,Jan2020_Sum,0,Jan2020_Sum
107,Marion County ,Feb2020_Sum,0,Feb2020_Sum
174,Marion County ,Mar2020_Sum,120,Mar2020_Sum
241,Marion County ,Apr2020_Sum,3130,Apr2020_Sum
308,Marion County ,May2020_Sum,6759,May2020_Sum
375,Marion County ,Jun2020_Sum,11252,Jun2020_Sum
442,Marion County ,Jul2020_Sum,69054,Jul2020_Sum
509,Marion County ,Aug2020_Sum,219458,Aug2020_Sum
576,Marion County ,Sep2020_Sum,276607,Sep2020_Sum
643,Marion County ,Oct2020_Sum,321077,Oct2020_Sum
710,Marion County ,Nov2020_Sum,356560,Nov2020_Sum
777,Marion County ,Dec2020_Sum,475909,Dec2020_Sum
844,Marion County ,Jan2021_Sum,670426,Jan2021_Sum
911,Marion County ,Feb2021_Sum,735548,Feb2021_Sum
978,Marion County ,Mar2021_Sum,881007,Mar2021_Sum
1045,Marion County ,Apr2021_Sum,896332,Apr2021_Sum
1112,Marion County ,May2021_Sum,975481,May2021_Sum
1179,Marion County ,Jun2021_Sum,960220,Jun2021_Sum
1246,Marion County ,Jul2021_Sum,1037418,Jul2021_Sum
1313,Marion County ,Aug2021_Sum,1282744,Aug2021_Sum
1380,Marion County ,Sep2021_Sum,1576192,Sep2021_Sum
1447,Marion County ,Oct2021_Sum,1741990,Oct2021_Sum
1514,Marion County ,Nov2021_Sum,1711193,Nov2021_Sum
1581,Marion County ,Dec2021_Sum,1790547,Dec2021_Sum
1648,Marion County ,Jan2022_Sum,2094596,Jan2022_Sum
1715,Marion County ,Feb2022_Sum,2265285,Feb2022_Sum
1782,Marion County ,Mar2022_Sum,2573092,Mar2022_Sum
1849,Marion County ,Apr2022_Sum,2501120,Apr2022_Sum
1916,Marion County ,May2022_Sum,2613696,May2022_Sum
1983,Marion County ,Jun2022_Sum,1460924,Jun2022_Sum
41,Martin County ,Jan2020_Sum,0,Jan2020_Sum
108,Martin County ,Feb2020_Sum,0,Feb2020_Sum
175,Martin County ,Mar2020_Sum,156,Mar2020_Sum
242,Martin County ,Apr2020_Sum,3870,Apr2020_Sum
309,Martin County ,May2020_Sum,11374,May2020_Sum
376,Martin County ,Jun2020_Sum,38147,Jun2020_Sum
443,Martin County ,Jul2020_Sum,90583,Jul2020_Sum
510,Martin County ,Aug2020_Sum,122965,Aug2020_Sum
577,Martin County ,Sep2020_Sum,139612,Sep2020_Sum
644,Martin County ,Oct2020_Sum,159647,Oct2020_Sum
711,Martin County ,Nov2020_Sum,173550,Nov2020_Sum
778,Martin County ,Dec2020_Sum,218197,Dec2020_Sum
845,Martin County ,Jan2021_Sum,274911,Jan2021_Sum
912,Martin County ,Feb2021_Sum,283189,Feb2021_Sum
979,Martin County ,Mar2021_Sum,341119,Mar2021_Sum
1046,Martin County ,Apr2021_Sum,354644,Apr2021_Sum
1113,Martin County ,May2021_Sum,386870,May2021_Sum
1180,Martin County ,Jun2021_Sum,380433,Jun2021_Sum
1247,Martin County ,Jul2021_Sum,416283,Jul2021_Sum
1314,Martin County ,Aug2021_Sum,486796,Aug2021_Sum
1381,Martin County ,Sep2021_Sum,558824,Sep2021_Sum
1448,Martin County ,Oct2021_Sum,617112,Oct2021_Sum
1515,Martin County ,Nov2021_Sum,607504,Nov2021_Sum
1582,Martin County ,Dec2021_Sum,641061,Dec2021_Sum
1649,Martin County ,Jan2022_Sum,813332,Jan2022_Sum
1716,Martin County ,Feb2022_Sum,852641,Feb2022_Sum
1783,Martin County ,Mar2022_Sum,935348,Mar2022_Sum
1850,Martin County ,Apr2022_Sum,911544,Apr2022_Sum
1917,Martin County ,May2022_Sum,963125,May2022_Sum
1984,Martin County ,Jun2022_Sum,546488,Jun2022_Sum
42,Miami-Dade County ,Jan2020_Sum,0,Jan2020_Sum
109,Miami-Dade County ,Feb2020_Sum,0,Feb2020_Sum
176,Miami-Dade County ,Mar2020_Sum,9865,Mar2020_Sum
243,Miami-Dade County ,Apr2020_Sum,237806,Apr2020_Sum
310,Miami-Dade County ,May2020_Sum,472942,May2020_Sum
377,Miami-Dade County ,Jun2020_Sum,720812,Jun2020_Sum
444,Miami-Dade County ,Jul2020_Sum,2368536,Jul2020_Sum
511,Miami-Dade County ,Aug2020_Sum,4403987,Aug2020_Sum
578,Miami-Dade County ,Sep2020_Sum,4948751,Sep2020_Sum
645,Miami-Dade County ,Oct2020_Sum,5508470,Oct2020_Sum
712,Miami-Dade County ,Nov2020_Sum,6155026,Nov2020_Sum
779,Miami-Dade County ,Dec2020_Sum,8210392,Dec2020_Sum
846,Miami-Dade County ,Jan2021_Sum,10522612,Jan2021_Sum
913,Miami-Dade County ,Feb2021_Sum,11013550,Feb2021_Sum
980,Miami-Dade County ,Mar2021_Sum,13297628,Mar2021_Sum
1047,Miami-Dade County ,Apr2021_Sum,13986078,Apr2021_Sum
1114,Miami-Dade County ,May2021_Sum,15316423,May2021_Sum
1181,Miami-Dade County ,Jun2021_Sum,15008320,Jun2021_Sum
1248,Miami-Dade County ,Jul2021_Sum,16056237,Jul2021_Sum
1315,Miami-Dade County ,Aug2021_Sum,18064291,Aug2021_Sum
1382,Miami-Dade County ,Sep2021_Sum,19309090,Sep2021_Sum
1449,Miami-Dade County ,Oct2021_Sum,20671473,Oct2021_Sum
1516,Miami-Dade County ,Nov2021_Sum,20270137,Nov2021_Sum
1583,Miami-Dade County ,Dec2021_Sum,21863770,Dec2021_Sum
1650,Miami-Dade County ,Jan2022_Sum,31329554,Jan2022_Sum
1717,Miami-Dade County ,Feb2022_Sum,32306629,Feb2022_Sum
1784,Miami-Dade County ,Mar2022_Sum,36379421,Mar2022_Sum
1851,Miami-Dade County ,Apr2022_Sum,35523166,Apr2022_Sum
1918,Miami-Dade County ,May2022_Sum,37720348,May2022_Sum
1985,Miami-Dade County ,Jun2022_Sum,21567235,Jun2022_Sum
43,Monroe County ,Jan2020_Sum,0,Jan2020_Sum
110,Monroe County ,Feb2020_Sum,0,Feb2020_Sum
177,Monroe County ,Mar2020_Sum,150,Mar2020_Sum
244,Monroe County ,Apr2020_Sum,1879,Apr2020_Sum
311,Monroe County ,May2020_Sum,2946,May2020_Sum
378,Monroe County ,Jun2020_Sum,4437,Jun2020_Sum
445,Monroe County ,Jul2020_Sum,23077,Jul2020_Sum
512,Monroe County ,Aug2020_Sum,49252,Aug2020_Sum
579,Monroe County ,Sep2020_Sum,53757,Sep2020_Sum
